Executable,Number_Messages,Nodes,TTC,Throughput,System,parallel_tasks,Partitions,Dask-Config,Dask_Nodes
PeakFinder,500,4.0,31.3894340992,15.9289268618,Wrangler,5,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,29.3276700974,17.0487460593,Wrangler,6,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.9907159805,18.524888349,Wrangler,7,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.4074280262,18.9340665628,Wrangler,8,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.2599439621,19.7941848466,Wrangler,9,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.3152430058,19.7509460955,Wrangler,10,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.4393069744,19.6546234732,Wrangler,11,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.1687290668,19.865921663,Wrangler,12,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.4007189274,19.684482216,Wrangler,13,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,29.5102279186,16.9432781536,Wrangler,14,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.4388639927,19.6549657305,Wrangler,15,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.3492541313,19.7244462267,Wrangler,16,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.6131119728,19.5212514797,Wrangler,17,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,25.635007143,19.5045781423,Wrangler,18,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.4282870293,18.9191225086,Wrangler,19,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,26.5920350552,18.802622626,Wrangler,20,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,31.0510091782,16.1025362213,Wrangler,21,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,27.4993450642,18.1822512076,Wrangler,22,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,27.6621239185,18.0752570364,Wrangler,23,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4.0,32.2735040188,15.492584868,Wrangler,24,48,kafka-gpfs-producer_linger_5s,4.0
PeakFinder,500,4,90.1293289661,5.54758374145,Wrangler,1,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,55.7608060837,8.96687180687,Wrangler,2,48,kafka-gpfs-producer_linger_5s,1 
PeakFinder,500,4,47.5521659851,10.5147681424,Wrangler,3,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,43.698912859,11.4419322424,Wrangler,4,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,41.3407480717,12.0946045566,Wrangler,5,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,38.7410569191,12.9062044188,Wrangler,6,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,38.0892970562,13.1270471929,Wrangler,7,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,41.8477349281,11.948077975,Wrangler,8,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,47.8110098839,10.4578422672,Wrangler,9,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,50.3076560497,9.93884508365,Wrangler,10,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,51.8159730434,9.64953412302,Wrangler,11,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,32.589525938,15.3423526611,Wrangler,12,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,42.5449779034,11.7522684143,Wrangler,13,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,46.0547959805,10.8566326124,Wrangler,14,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,44.3485591412,11.2743234433,Wrangler,15,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,43.9584798813,11.3743696632,Wrangler,16,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,29.1723899841,17.1394938938,Wrangler,17,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,47.9346990585,10.4308571832,Wrangler,18,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,47.8082778454,10.4584398881,Wrangler,19,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,58.1756150723,8.59466632848,Wrangler,20,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,62.2847800255,8.02764334715,Wrangler,21,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,72.2506170273,6.9203561239,Wrangler,22,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,27.8786370754,17.934879623,Wrangler,23,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,82.9757428169,6.02585747383,Wrangler,24,48,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,92.4664108753,5.40736895989,Wrangler,1,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,56.0909240246,8.91409811293,Wrangler,2,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,44.8572099209,11.1464801507,Wrangler,3,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,41.8466711044,11.9483817184,Wrangler,4,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,39.4914739132,12.6609607203,Wrangler,5,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,34.7956459522,14.3696139651,Wrangler,6,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,34.6853599548,14.4153037665,Wrangler,7,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,41.8173930645,11.9567472613,Wrangler,8,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,32.0188310146,15.6158105763,Wrangler,9,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,36.1363120079,13.8364977558,Wrangler,10,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,34.431677103,14.5215116447,Wrangler,11,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,35.1969571114,14.2057734826,Wrangler,12,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,59.7337841988,8.37047253421,Wrangler,13,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,42.6067280769,11.7352357848,Wrangler,14,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,49.062322855,10.1911195986,Wrangler,15,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,48.6568031311,10.2760553062,Wrangler,16,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,52.626292944,9.50095421945,Wrangler,17,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,48.3564531803,10.3398815901,Wrangler,18,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,54.4241168499,9.18710360297,Wrangler,19,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,57.3716437817,8.71510675035,Wrangler,20,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,64.0834100246,7.80233136482,Wrangler,21,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,57.5714349747,8.68486255762,Wrangler,22,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,66.9969940186,7.46302139856,Wrangler,23,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,40.2217340469,12.4310901021,Wrangler,24,96,kafka-gpfs-producer_linger_5s,1
PeakFinder,500,4,90.6487929821,5.51579324502,Wrangler,1,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,53.0763409138,9.42039318069,Wrangler,2,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,42.7662451267,11.6914636419,Wrangler,3,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,35.8250799179,13.9567029898,Wrangler,4,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,33.4844138622,14.9323205136,Wrangler,5,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,31.927284956,15.6605862568,Wrangler,6,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,30.0473749638,16.6403887396,Wrangler,7,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,29.1457459927,17.1551622019,Wrangler,8,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.1808290482,17.7425582173,Wrangler,9,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,26.7787320614,18.6715337699,Wrangler,10,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,27.9285690784,17.9028148057,Wrangler,11,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,27.7391140461,18.0250890194,Wrangler,12,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,31.7555818558,15.7452633767,Wrangler,13,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,27.7727789879,18.0032397989,Wrangler,14,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.6719539165,17.4386440999,Wrangler,15,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,25.4290201664,19.662574363,Wrangler,16,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,37.6145689487,13.2927217824,Wrangler,17,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,38.1288330555,13.1134356845,Wrangler,18,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,33.9904010296,14.7100353292,Wrangler,19,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,33.4677731991,14.9397450803,Wrangler,20,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.8485908508,17.331869088,Wrangler,21,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,36.6653530598,13.6368521854,Wrangler,22,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,43.1555819511,11.5859867344,Wrangler,23,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,43.8387920856,11.4054237403,Wrangler,24,48,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,99.5834369659,5.02091527702,Wrangler,1,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,54.026157856,9.25477620179,Wrangler,2,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,43.0980160236,11.601462112,Wrangler,3,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,33.4448940754,14.9499651239,Wrangler,4,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,33.3552660942,14.9901367475,Wrangler,5,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,31.4565172195,15.8949573632,Wrangler,6,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,29.567538023,16.9104373726,Wrangler,7,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.1845021248,17.7402459616,Wrangler,8,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.4092848301,17.5998798629,Wrangler,9,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.2317149639,17.7105783563,Wrangler,10,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,27.6238698959,18.1002879714,Wrangler,11,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,36.9309589863,13.5387765096,Wrangler,12,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,36.8430159092,13.5710931275,Wrangler,13,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,27.7723469734,18.0035198494,Wrangler,14,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,32.8953671455,15.199708755,Wrangler,15,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,32.8306469917,15.2296724498,Wrangler,16,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,27.9321429729,17.9005241554,Wrangler,17,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.3821721077,17.6166925527,Wrangler,18,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.9021790028,17.2997336966,Wrangler,19,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.9701449871,17.2591473126,Wrangler,20,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.9245250225,17.2863685613,Wrangler,21,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,46.6334080696,10.7219270625,Wrangler,22,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,28.2327148914,17.7099510948,Wrangler,23,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,29.1825611591,17.133520162,Wrangler,24,96,kafka-gpfs-producer_linger_5s,2
PeakFinder,500,4,89.9999740124,5.55555715973,Wrangler,1,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,52.4210982323,9.53814431328,Wrangler,2,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,39.1232569218,12.7801220895,Wrangler,3,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,35.4792068005,14.0927615099,Wrangler,4,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,30.9921989441,16.1330921017,Wrangler,5,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,29.7029762268,16.8333299728,Wrangler,6,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,29.0798811913,17.194017978,Wrangler,7,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,28.053948164,17.822803303,Wrangler,8,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,25.3153190613,19.7508867571,Wrangler,9,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,25.1842870712,19.8536491657,Wrangler,10,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,26.6112599373,18.7890389699,Wrangler,11,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,26.5087840557,18.8616723781,Wrangler,12,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,26.813158989,18.6475603343,Wrangler,13,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,27.0621259212,18.476005967,Wrangler,14,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,37.17238307,13.4508459966,Wrangler,15,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,37.2868719101,13.4095453543,Wrangler,16,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,31.5456478596,15.8500469613,Wrangler,17,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,27.7073481083,18.0457544347,Wrangler,18,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,37.9883060455,13.1619451365,Wrangler,19,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,28.9481060505,17.2722871447,Wrangler,20,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,28.1663298607,17.7516915577,Wrangler,21,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,27.5151569843,18.1718025554,Wrangler,22,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,27.8819870949,17.932724748,Wrangler,23,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,4,27.5809490681,18.1284552162,Wrangler,24,48,kafka-gpfs-producer_linger_5s,3
PeakFinder,500,1,96.12948894500732,5.20131757161462,Wrangler,1,48,lustre,3
PeakFinder,500,1,57.21638202667236,8.738755969696173,Wrangler,2,48,lustre,3
PeakFinder,500,1,44.28761887550354,11.289837040134055,Wrangler,3,48,lustre,3
PeakFinder,500,1,38.244213819503784,13.073873144831389,Wrangler,4,48,lustre,3
PeakFinder,500,1,34.32328796386719,14.567368969032337,Wrangler,5,48,lustre,3
PeakFinder,500,1,30.624027013778687,16.327049338580935,Wrangler,6,48,lustre,3
PeakFinder,500,1,29.417853116989136,16.996481626704583,Wrangler,7,48,lustre,3
PeakFinder,500,1,28.868064880371094,17.32017722947464,Wrangler,8,48,lustre,3
PeakFinder,500,1,29.46726393699646,16.967981861805796,Wrangler,9,48,lustre,3
PeakFinder,500,1,29.078635931015015,17.194754292676585,Wrangler,10,48,lustre,3
PeakFinder,500,1,28.22785496711731,17.713000175976923,Wrangler,11,48,lustre,3
PeakFinder,500,1,94.99251699447632,5.263572498337678,Wrangler,1,48,lustre,1
PeakFinder,500,1,60.23415493965149,8.300938238462036,Wrangler,2,48,lustre,1
PeakFinder,500,1,47.80404591560364,10.459365738262665,Wrangler,3,48,lustre,1
PeakFinder,500,1,44.43753099441528,11.25175023929295,Wrangler,4,48,lustre,1
PeakFinder,500,1,42.24167203903198,11.836652667015453,Wrangler,5,48,lustre,1
PeakFinder,500,1,41.29871892929077,12.106913070501545,Wrangler,6,48,lustre,1
PeakFinder,500,1,54.02245211601257,9.255411045138343,Wrangler,7,48,lustre,1
PeakFinder,500,1,40.69874596595764,12.285390818140286,Wrangler,8,48,lustre,1
PeakFinder,500,1,46.71153497695923,10.703994211421831,Wrangler,9,48,lustre,1
PeakFinder,500,1,37.68084216117859,13.269342491371772,Wrangler,10,48,lustre,1
PeakFinder,500,1,49.45801901817322,10.109584045739405,Wrangler,11,48,lustre,1
PeakFinder,500,1,52.52260398864746,9.519710791720701,Wrangler,12,48,lustre,1
PeakFinder,500,1,32.029802083969116,15.610461740887544,Wrangler,13,48,lustre,1
PeakFinder,500,1,40.89536690711975,12.226323855599192,Wrangler,14,48,lustre,1
PeakFinder,500,1,46.511637926101685,10.749997684330246,Wrangler,15,48,lustre,1
PeakFinder,500,1,41.698222160339355,11.990918895232122,Wrangler,16,48,lustre,1
PeakFinder,500,1,46.09871006011963,10.846290478582265,Wrangler,17,48,lustre,1
PeakFinder,500,1,52.3789598941803,9.545817652930404,Wrangler,18,48,lustre,1
PeakFinder,500,1,46.54452896118164,10.742401119087539,Wrangler,19,48,lustre,1
PeakFinder,500,1,71.50299191474915,6.992714383142665,Wrangler,20,48,lustre,1
PeakFinder,500,1,42.19982409477234,11.848390620707335,Wrangler,21,48,lustre,1
PeakFinder,500,1,81.23074102401733,6.155305167684805,Wrangler,22,48,lustre,1
PeakFinder,500,1,46.95200991630554,10.649171375011989,Wrangler,23,48,lustre,1
PeakFinder,500,1,38.146841049194336,13.10724521999601,Wrangler,24,48,lustre,1
PeakFinder,500,1,95.40484499931335,5.24082398544433,Wrangler,1,48,lustre,2
PeakFinder,500,1,53.77851414680481,9.297393353693224,Wrangler,2,48,lustre,2
PeakFinder,500,1,43.504027128219604,11.493188861029989,Wrangler,3,48,lustre,2
PeakFinder,500,1,36.90671896934509,13.547668662047757,Wrangler,4,48,lustre,2
PeakFinder,500,1,35.03148007392883,14.27287682235586,Wrangler,5,48,lustre,2
PeakFinder,500,1,31.82218289375305,15.712309921333334,Wrangler,6,48,lustre,2
PeakFinder,500,1,31.711441040039062,15.767180033499484,Wrangler,7,48,lustre,2
PeakFinder,500,1,31.17970085144043,16.036074315860574,Wrangler,8,48,lustre,2
PeakFinder,500,1,31.100041151046753,16.077149144967326,Wrangler,9,48,lustre,2
PeakFinder,500,1,31.092721939086914,16.08093369823135,Wrangler,10,48,lustre,2
PeakFinder,500,1,31.095476150512695,16.079509365922867,Wrangler,11,48,lustre,2
PeakFinder,500,1,31.037832021713257,16.10937257635176,Wrangler,12,48,lustre,2
PeakFinder,500,1,30.840368032455444,16.21251729142193,Wrangler,13,48,lustre,2
PeakFinder,500,1,30.828662157058716,16.21867330644178,Wrangler,14,48,lustre,2
PeakFinder,500,1,30.88488221168518,16.189150296024987,Wrangler,15,48,lustre,2
PeakFinder,500,1,31.659693002700806,15.79295162329421,Wrangler,16,48,lustre,2
PeakFinder,500,1,45.43469595909119,11.00480567648551,Wrangler,17,48,lustre,2
PeakFinder,500,1,36.1696879863739,13.823729974899521,Wrangler,18,48,lustre,2
PeakFinder,500,1,31.546473026275635,15.849632368840119,Wrangler,19,48,lustre,2
PeakFinder,500,1,37.56020498275757,13.311961429111758,Wrangler,20,48,lustre,2
PeakFinder,500,1,36.47618913650513,13.70757230501372,Wrangler,21,48,lustre,2
PeakFinder,500,1,31.478031158447266,15.884093813974857,Wrangler,22,48,lustre,2
PeakFinder,500,1,50.518527030944824,9.897359036096361,Wrangler,23,48,lustre,2
PeakFinder,500,1,31.135591983795166,16.058792145665002,Wrangler,24,48,lustre,2
PeakFinder,500,1,96.33246898651123,5.190357988956055,Wrangler,1,48,lustre,3
PeakFinder,500,1,54.12099289894104,9.238559258024685,Wrangler,2,48,lustre,3
PeakFinder,500,1,42.40878987312317,11.790008663201165,Wrangler,3,48,lustre,3
PeakFinder,500,1,37.4026939868927,13.368021035469228,Wrangler,4,48,lustre,3
PeakFinder,500,1,34.76845598220825,14.380851431995154,Wrangler,5,48,lustre,3
PeakFinder,500,1,32.632412910461426,15.322189056994558,Wrangler,6,48,lustre,3
PeakFinder,500,1,31.717432975769043,15.764201358350206,Wrangler,7,48,lustre,3
PeakFinder,500,1,30.86659812927246,16.198740071903906,Wrangler,8,48,lustre,3
PeakFinder,500,1,31.140349864959717,16.056338550088633,Wrangler,9,48,lustre,3
PeakFinder,500,1,31.34613299369812,15.950930856463884,Wrangler,10,48,lustre,3
PeakFinder,500,1,30.941533088684082,16.15950956815581,Wrangler,11,48,lustre,3
PeakFinder,500,1,31.04960298538208,16.103265482505403,Wrangler,12,48,lustre,3
PeakFinder,500,1,31.146234035491943,16.053305174238304,Wrangler,13,48,lustre,3
PeakFinder,500,1,31.107157945632935,16.07347096362411,Wrangler,14,48,lustre,3
PeakFinder,500,1,31.78127694129944,15.73253336936425,Wrangler,15,48,lustre,3
PeakFinder,500,1,36.04169297218323,13.872822244668061,Wrangler,16,48,lustre,3
PeakFinder,500,1,31.472656965255737,15.886806142613741,Wrangler,17,48,lustre,3
PeakFinder,500,1,31.06529211997986,16.095132731052658,Wrangler,18,48,lustre,3
PeakFinder,500,1,31.152491092681885,16.050080827001867,Wrangler,19,48,lustre,3
PeakFinder,500,1,32.12367010116577,15.564846682380011,Wrangler,20,48,lustre,3
PeakFinder,500,1,31.104035139083862,16.075084720172644,Wrangler,21,48,lustre,3
PeakFinder,500,1,41.61344003677368,12.015348876664639,Wrangler,22,48,lustre,3
PeakFinder,500,4,96.19453811645508,5.197800309563208,Wrangler,1,384,lustre,4
PeakFinder,500,4,56.523041009902954,8.845950095154983,Wrangler,2,384,lustre,4
PeakFinder,500,4,45.9048810005188,10.892087924034684,Wrangler,3,384,lustre,4
PeakFinder,500,4,39.69046998023987,12.597482474985252,Wrangler,4,384,lustre,4
PeakFinder,500,4,34.134663105010986,14.647866846138573,Wrangler,5,384,lustre,4
PeakFinder,500,4,33.53994798660278,14.907596165614816,Wrangler,6,384,lustre,4
PeakFinder,500,4,30.339831113815308,16.479986263744358,Wrangler,8,384,lustre,4
PeakFinder,500,4,26.877980947494507,18.60258778279284,Wrangler,10,384,lustre,4
PeakFinder,500,4,28.43676495552063,17.582872059535433,Wrangler,12,384,lustre,4
PeakFinder,500,4,28.4922878742218,17.54860831840645,Wrangler,12,384,lustre,4
PeakFinder,500,4,28.505532026290894,17.540454938320245,Wrangler,16,384,lustre,4
PeakFinder,500,4,29.352655172348022,17.03423411150315,Wrangler,20,384,lustre,4
PeakFinder,500,4,27.652949810028076,18.081253661360922,Wrangler,24,384,lustre,4
