Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,8000,0,8000,0.0,0.0
0,8000,1,8000,496.0,4523.44873442
8000,16000,2,8000,989.0,4985.4117138
16000,24000,3,8000,1488.0,6434.09575179
24000,32000,4,8000,1980.0,7662.33476067
32000,40000,5,8000,2476.0,8281.76784312
40000,48000,6,8000,2970.0,8739.81925526
48000,56000,7,8000,3476.0,8772.68292307
56000,64000,8,8000,3974.0,9129.75878569
64000,72000,9,8000,4473.0,9670.03334416
72000,80000,10,8000,4969.0,10046.2589175
80000,88000,11,8000,5462.0,10375.4331676
88000,96000,12,8000,5956.0,10658.5543864
0,8000,13,8000,6452.0,8607.4085385
8000,16000,14,8000,6950.0,8280.04999205
16000,24000,15,8000,7455.0,8322.35734687
24000,32000,16,8000,7954.0,8364.46944937
32000,40000,17,8000,8446.0,8625.33809387
40000,48000,18,8000,8937.0,8769.40034554
48000,56000,19,8000,9439.0,8896.09941691
56000,64000,20,8000,9930.0,9013.36001814
64000,72000,21,8000,10425.0,9121.56536988
72000,80000,22,8000,10924.0,9106.67300086
80000,88000,23,8000,11413.0,9214.71224077
88000,96000,24,8000,11911.0,9312.56347263
96000,104000,25,8000,12418.0,9294.29838298
104000,112000,26,8000,12919.0,9395.21280127
112000,120000,27,8000,13415.0,9483.83027044
120000,128000,28,8000,13918.0,9573.09052076
128000,136000,29,8000,14406.0,9722.5318048
136000,144000,30,8000,14896.0,9791.65117232
144000,152000,31,8000,15406.0,9935.14340244
152000,160000,32,8000,15924.0,10066.3948381
160000,168000,33,8000,16403.0,10195.1518669
168000,176000,34,8000,16910.0,10310.9629584
176000,184000,35,8000,17414.0,10415.1226929
184000,192000,36,8000,17919.0,10509.7028732
192000,200000,37,8000,18425.0,10603.3827348
200000,208000,38,8000,18922.0,10697.1231573
208000,216000,39,8000,19425.0,10810.4720767
216000,224000,40,8000,19924.0,10838.1986477
224000,232000,41,8000,20412.0,10781.3532581
232000,240000,42,8000,20890.0,10688.6642593
240000,248000,43,8000,21371.0,10635.1376268
248000,256000,44,8000,21869.0,10676.2944357
256000,264000,45,8000,22367.0,10715.2440516
264000,272000,46,8000,22865.0,10661.9906042
272000,280000,47,8000,23362.0,10758.8388754
280000,288000,48,8000,23853.0,10840.5678359
288000,296000,49,8000,24335.0,10897.0654477
296000,304000,50,8000,24830.0,10957.8719471
304000,312000,51,8000,25325.0,11018.8756096
312000,320000,52,8000,25815.0,11070.0871419
320000,328000,53,8000,26308.0,11084.7351319
328000,336000,54,8000,26798.0,11082.1131648
336000,344000,55,8000,27298.0,11029.7981895
344000,352000,56,8000,27800.0,11107.986024
352000,360000,57,8000,28303.0,11164.4291308
360000,368000,58,8000,28810.0,11182.2965583
368000,376000,59,8000,29313.0,11256.3678807
376000,384000,60,8000,29820.0,11281.9550339
384000,392000,61,8000,30317.0,11344.1959272
392000,400000,62,8000,30807.0,11395.291582
400000,408000,63,8000,31311.0,11446.2341591
408000,416000,64,8000,31805.0,11505.6794241
416000,424000,65,8000,32304.0,11553.0658322
424000,432000,66,8000,32798.0,11615.050829
432000,440000,67,8000,33293.0,11650.0668324
440000,448000,68,8000,33807.0,11692.1427483
448000,456000,69,8000,34297.0,11746.7110524
456000,464000,70,8000,34796.0,11755.2310342
464000,472000,71,8000,35295.0,11759.9008609
472000,480000,72,8000,35788.0,11703.0206477
480000,488000,73,8000,36271.0,11750.3106029
488000,496000,74,8000,36750.0,11752.520178
496000,504000,75,8000,37250.0,11701.4801785
504000,512000,76,8000,37750.0,11707.9497756
512000,520000,77,8000,38241.0,11659.9755833
520000,528000,78,8000,38733.0,11705.0698391
528000,536000,79,8000,39231.0,11727.6031999
536000,544000,80,8000,39714.0,11759.4601969
544000,552000,81,8000,40205.0,11805.1916692
552000,560000,82,8000,40706.0,11839.4240343
560000,568000,83,8000,41202.0,11867.7353425
568000,576000,84,8000,41703.0,11913.7745645
576000,584000,85,8000,42205.0,11916.476187
584000,592000,86,8000,42701.0,11867.389116
592000,600000,87,8000,43191.0,11821.9895637
600000,608000,88,8000,43683.0,11777.7395849
608000,616000,89,8000,44174.0,11785.8875523
616000,624000,90,8000,44679.0,11797.8841328
624000,632000,91,8000,45180.0,11826.7115898
632000,640000,92,8000,45671.0,11830.3026049
640000,648000,93,8000,46156.0,11867.7945826
648000,656000,94